deal_type,obj_type,district,area_range,count,min_price_sqm,median_price_sqm,max_price_sqm,min_price,median_price,max_price
аренда,Торговое помещение,Тавда,511-520,1,481,481,481,250000,250000,250000
аренда,Торговое помещение,Центр: Драмтеатр,1-10,1,4054,4054,4054,15000,15000,15000
аренда,Свободного назначения,Центр: Исторический,931-940,1,1000,1000,1000,940000,940000,940000
аренда,Торговое помещение,Маяк мкр.,21-30,1,1100,1100,1100,30360,30360,30360
аренда,Торговое помещение,микрорайон Березняковский,41-50,1,2000,2000,2000,96000,96000,96000
аренда,Торговое помещение,микрорайон Березняковский,31-40,1,2000,2000,2000,80000,80000,80000
аренда,Торговое помещение,микрорайон Березняковский,91-100,1,1200,1200,1200,120000,120000,120000
аренда,Офисное помещение,Ново-Патрушево мкр.,391-400,1,875,875,875,350000,350000,350000
аренда,Торговое помещение,Ново-Комарово,121-130,1,1200,1200,1200,146880,146880,146880
аренда,Торговое помещение,Ново-Комарово,141-150,1,1200,1200,1200,175440,175440,175440
аренда,Свободного назначения,4 мкр,41-50,1,1600,1600,1600,80000,80000,80000
аренда,Торговое помещение,Центр: КПД,171-180,1,1400,1400,1400,245000,245000,245000
аренда,База/склад/производство,Гилевская Роща,201-210,1,720,720,720,147456,147456,147456
аренда,Торговое помещение,Дорожник с/о,391-400,1,1000,1000,1000,400000,400000,400000
аренда,Свободного назначения,Трудовик с/о,381-390,1,779,779,779,300000,300000,300000
аренда,База/склад/производство,Лесобаза мкр.,441-450,1,600,600,600,270000,270000,270000
аренда,Торговое помещение,Тюменский 3-й мкр.,51-60,1,1293,1293,1293,75000,75000,75000
аренда,Свободного назначения,Щетково,501-510,1,295,295,295,150000,150000,150000
аренда,Торговое помещение,микрорайон Рощино,51-60,1,1007,1007,1007,60000,60000,60000
аренда,База/склад/производство,Центр: Студгородок,571-580,1,650,650,650,377000,377000,377000
аренда,Торговое помещение,Московский тракт мкр.,51-60,1,694,694,694,40000,40000,40000
аренда,Свободного назначения,Московский тракт мкр.,241-250,1,1000,1000,1000,250000,250000,250000
аренда,Офисное помещение,микрорайон Восточный,31-40,1,1000,1000,1000,38000,38000,38000
аренда,Свободного назначения,Нижняя Тавда с.,211-220,1,750,750,750,158250,158250,158250
аренда,Свободного назначения,Нижняя Тавда с.,311-320,1,750,750,750,236250,236250,236250
аренда,Свободного назначения,Центр: Исторический,171-180,1,700,700,700,123200,123200,123200
аренда,Свободного назначения,null,291-300,1,500,500,500,150000,150000,150000
аренда,Офисное помещение,Дом Обороны,221-230,1,1000,1000,1000,230000,230000,230000
аренда,Свободного назначения,Тарманы мкр.,201-210,1,493,493,493,100000,100000,100000
аренда,Свободного назначения,СМП,391-400,1,375,375,375,150000,150000,150000
аренда,Офисное помещение,микрорайон Мыс,11-20,1,1225,1225,1225,24500,24500,24500
аренда,Свободного назначения,Червишево с.,121-130,1,397,397,397,50000,50000,50000
аренда,Свободного назначения,6-й микрорайон,1991-2000,1,1000,1000,1000,2000000,2000000,2000000
аренда,Торговое помещение,Центр: Дом печати,111-120,1,2000,2000,2000,231200,231200,231200
аренда,Свободного назначения,Богандинский пгт,51-60,1,667,667,667,40000,40000,40000
аренда,Торговое помещение,Падерина д.,591-600,1,1000,1000,1000,600000,600000,600000
аренда,Свободного назначения,Ново-Комарово,131-140,1,1200,1200,1200,158280,158280,158280
аренда,Свободного назначения,Боровский рп.,81-90,1,2000,2000,2000,166400,166400,166400
аренда,Свободного назначения,Альпийская долина КП,41-50,1,1000,1000,1000,46000,46000,46000
аренда,Офисное помещение,Гилевская Роща,101-110,1,1364,1364,1364,150000,150000,150000
аренда,Свободного назначения,3-й Заречный мкр,641-650,1,1500,1500,1500,975000,975000,975000
аренда,Торговое помещение,Центр: Студгородок,71-80,1,1935,1935,1935,150000,150000,150000
аренда,База/склад/производство,Суходольский мкр.,291-300,1,850,850,850,255000,255000,255000
аренда,Офисное помещение,Центр: Исторический,101-110,1,926,926,926,100000,100000,100000
аренда,Торговое помещение,микрорайон Войновка,51-60,1,613,613,613,35000,35000,35000
аренда,База/склад/производство,null,281-290,1,656,656,656,185000,185000,185000
