Тип объекта;Тип заявки;Площадь;Цена;Цена за кв.метр;Статус объекта;Район
Офисное помещение;Сдать в аренду;182,72;110000;602,01;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;184;120000;652,17;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;187,3;131110;700;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;187,7;187700;1000;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;188,3;230000;1221,46;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;190;135000;710,53;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;191;229200;1200;Активный;Мыс мкр.
Офисное помещение;Сдать в аренду;200;100000;500;Активный;Антипино мкр.
Офисное помещение;Сдать в аренду;200;100000;500;Активный;Лесобаза мкр.
Офисное помещение;Сдать в аренду;200;160000;800;Активный;Антипино мкр.
Офисное помещение;Сдать в аренду;200;190000;950;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;202,1;344000;1702,13;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;205;246000;1200;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;205,9;247080;1200;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;208;200000;961,54;Активный;Югра мкр.
Офисное помещение;Сдать в аренду;212;190000;896,23;Активный;микрорайон Тюменский-1
Офисное помещение;Сдать в аренду;212;220000;1037,74;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;212,9;212900;1000;Активный;null
Офисное помещение;Сдать в аренду;213;278070;1305,49;Активный;Центр: КПД
